,United States,United States OECD,Australia,Austria,Belgium,Czech Republic,Denmark,Finland,France,Germany,Greece,Hungary,Ireland,Italy,Japan,Korea,Luxembourg,Mexico,Netherlands,New Zealand,Poland,Portugal,Slovak Republic,Spain,Sweden,Switzerland,Turkey,United Kingdom,Brazil,China (People's Republic of),Estonia,Indonesia,Slovenia,South Africa,OECD + Major Six NME,Major Five Asia,OECD - Europe,G7,OECD - Total,Euro area (19 countries),Israel,Russia
1985-10,0,100.4216,100.2888,100.1058,98.97353,100,99.93562,100,99.28333,100.2091,101.8175,100,99.07108,101.007,101.4382,100,100,100,100.5582,100,100,100,100,100,100,101.5093,100,99.70014,100,100,100,100,100,97.02383,99.82097,100,100.3745,100.645,100.7368,100.1848,100,100
1985-11,0,100.5254,100.0336,99.85878,99.19585,100,100.1151,100,99.61703,100.3143,101.5691,100,99.22136,100.9664,101.3754,100,100,100,100.6616,100,100,100,100,100,100,101.8351,100,99.78664,100,100,100,100,100,96.98589,99.88821,100,100.487,100.7212,100.8065,100.3469,100,100
1985-12,0,100.7391,100.096,99.76504,99.22942,100,100.1873,100,99.84641,100.4483,101.5094,100,99.16265,100.9492,101.2917,100,100,100,100.7663,100,100,100,100,100,100,102.1164,100,99.84248,100,100,100,100,100,96.87142,99.98729,100,100.5845,100.8292,100.9103,100.4896,100,100
1986-01,0,100.9202,100.2323,99.83887,99.21361,100,100.0959,100,100.0305,100.6356,101.5127,100,98.97445,101.0384,101.2011,100,100,100,100.8882,100,100,100,100,100,100,102.3143,100,99.76933,100,100,100,100,100,96.76097,100.0736,100,100.6857,100.9218,101.0009,100.6731,100,100
1986-02,0,101.0065,100.2442,100.0758,99.13846,100,99.94671,100,100.1144,100.8335,101.4559,100,98.84035,101.1555,101.1085,100,100,100,100.9608,100,100,100,100,100,100,102.3496,100,99.64941,100,100,100,100,100,96.75122,100.1159,100,100.7599,100.9684,101.0444,100.8436,100,100
1986-03,0,101.0311,100.042,100.3787,99.15295,100,99.75041,100,100.1066,100.9659,101.2892,100,98.77647,101.328,101.009,100,100,100,101.0074,100,100,100,100,100,100,102.141,100,99.58718,100,100,100,100,100,96.98137,100.1314,100,100.8115,100.9884,101.0563,100.9684,100,100
1986-04,0,101.0705,99.63268,100.5558,99.22247,100,99.41651,100,100.0392,101.0655,101.0648,100,98.76543,101.4701,100.8888,100,100,100,101.0215,100,100,100,100,100,100,101.8069,100,99.61414,100,100,100,100,100,97.5586,100.1477,100,100.8412,101.0124,101.0629,101.0249,100,100
1986-05,0,101.1283,99.22199,100.4874,99.32308,100,99.14352,100,100.0218,101.1584,100.8558,100,98.83675,101.5676,100.7333,100,100,100,101.0967,100,100,100,100,100,100,101.4842,100,99.66839,100,100,100,100,100,98.24384,100.1694,100,100.8746,101.0405,101.0732,101.0753,100,100
1986-06,0,101.2224,98.72652,100.3012,99.44172,100,99.03596,100,100.0527,101.2836,100.7233,100,98.88078,101.6373,100.5552,100,100,100,101.13,100,100,101.5689,100,100.5764,100,101.2738,100,99.76614,100,100,100,100,100,98.71624,100.2032,100,100.9315,101.0865,101.0996,101.1301,100,100
1986-07,0,101.1655,98.18409,100.0883,99.61478,100,98.98986,100,100.1715,101.3831,100.6496,100,98.90582,101.6466,100.3673,100,100,100,101.0763,100,100,101.6232,100,100.5414,100,101.1737,100,99.89788,100,100,100,100,100,98.72977,100.1699,100,100.9866,101.0643,101.0652,101.1779,100,100
1986-08,0,100.9905,97.9501,99.97215,99.80949,100,98.93592,100,100.2334,101.4317,100.5699,100,98.86274,101.716,100.1772,100,100,100,100.9852,100,100,101.6581,100,100.5197,100,101.1903,100,100.0133,100,100,100,100,100,98.48255,100.0907,100,101.0325,100.9829,100.9881,101.2099,100,100
1986-09,0,100.8235,98.04285,100.0862,99.79268,100,98.76939,100,100.1808,101.3889,100.574,100,98.71847,101.8543,99.99194,100,100,100,100.8904,100,100,101.6968,100,100.5207,100,101.3399,100,100.1045,100,100,100,100,100,98.22454,100.0106,100,101.0496,100.8908,100.9103,101.1923,100,100
1986-10,0,100.7344,98.37765,100.4556,99.64613,100,98.6559,100,100.0267,101.3709,100.702,100,98.56478,101.9747,99.82506,100,100,100,100.8536,100,100,101.6421,100,100.5332,100,101.5322,100,100.2067,100,100,100,100,100,98.12593,99.96956,100,101.0638,100.8319,100.8699,101.1535,100,100
1986-11,0,100.5577,98.57417,100.7654,99.56068,100,98.55855,100,99.87673,101.3877,100.7647,100,98.43409,101.9943,99.69835,100,100,100,100.8359,100,100,101.5631,100,100.5499,100,101.6563,100,100.3065,100,100,100,100,100,98.15639,99.89903,100,101.0677,100.7395,100.797,101.1029,100,100
1986-12,0,100.4094,98.71906,100.9308,99.63464,100,98.64209,100,99.73825,101.3608,100.7311,100,98.40384,101.9517,99.62571,100,100,100,100.8171,100,100,101.5295,100,100.5159,100,101.6239,100,100.3726,100,100,100,100,100,98.26785,99.83588,100,101.0423,100.6581,100.7304,101.0289,100,100
1987-01,0,100.3781,98.77028,100.9048,99.7921,100,98.69217,100,99.57967,101.2425,100.6464,100,98.48085,101.9529,99.64819,100,100,100,100.778,100,100,101.5855,100,100.4942,100,101.4798,100,100.5365,100,100,100,100,100,98.44818,99.82475,100,101.0085,100.6418,100.716,100.9301,100,100
1987-02,0,100.4075,98.71157,100.63,99.95963,100,98.70984,100,99.49912,101.0941,100.5009,100,98.59868,101.9256,99.81502,100,100,100,100.743,100,100,101.6448,100,100.4657,100,101.2696,100,100.8948,100,100,100,100,100,98.69397,99.86168,100,100.9952,100.689,100.7498,100.849,100,100
1987-03,0,100.4785,98.70068,100.2999,100.0899,100,98.72591,100,99.50729,101.0167,100.3421,100,98.72134,101.8558,100.0695,100,100,100,100.689,100,100,101.7127,100,100.4285,100,101.0183,100,101.1796,100,100,100,100,100,99.04058,99.92897,100,100.9901,100.7718,100.8132,100.812,100,100
1987-04,0,100.5561,98.82885,100.046,100.2168,100,98.86076,100,99.54781,100.9766,100.1994,100,98.74184,101.747,100.3571,100,100,100,100.6521,100,100,101.7806,100,100.4142,100,100.7753,100,101.409,100,100,100,100,100,99.52685,100.0076,100,100.9908,100.8591,100.886,100.7901,100,100
1987-05,0,100.5882,99.0319,99.91604,100.3115,100,98.97889,100,99.57928,100.9509,100.0775,100,98.68806,101.6557,100.6457,100,100,100,100.5809,100,100,101.8508,100,100.4207,100,100.6026,100,101.5362,100,100,100,100,100,100.0589,100.0664,100,100.9853,100.9181,100.9376,100.7763,100,100
1987-06,0,100.6585,99.26138,99.77547,100.3503,100,98.96095,100,99.66998,100.8823,100.0261,100,98.70224,101.5969,100.9126,100,100,100,100.4679,100,100,101.892,100,100.4915,100,100.5546,100,101.601,100,100,100,100,100,100.513,100.133,100,100.9797,100.985,100.9985,100.7674,100,100
1987-07,0,100.7585,99.481,99.6722,100.3312,100,98.93436,100,99.8162,100.7898,100.0038,100,98.65126,101.5671,101.1311,100,100,100,100.3851,100,100,102.0013,100,100.6052,100,100.5879,100,101.5194,100,100,100,100,100,100.7931,100.1971,100,100.9685,101.0487,101.0597,100.7781,100,100
1987-08,0,100.763,99.53687,99.62485,100.2774,100,98.98122,100,99.94161,100.7188,100.0679,100,98.65451,101.5009,101.2786,100,100,100,100.4327,100,100,102.1187,100,100.696,100,100.659,100,101.4322,100,100,100,100,100,100.9657,100.2138,100,100.9614,101.0574,101.0741,100.7894,100,100
1987-09,0,100.5848,99.53645,99.6087,100.2001,100,99.0487,100,100.0217,100.7137,100.194,100,98.72425,101.3692,101.3922,100,100,100,100.5514,100,100,102.1855,100,100.7603,100,100.7409,100,101.3408,100,100,100,100,100,101.106,100.1592,100,100.9538,100.9818,101.0158,100.7984,100,100
1987-10,0,100.2502,99.49335,99.60295,100.1249,100,98.88275,100,100.0033,100.6006,100.3597,100,98.7952,101.2793,101.5137,100,100,100,100.5335,100,100,102.212,100,100.7271,100,100.8019,100,101.2928,100,100,100,100,100,101.2514,100.0308,100,100.8986,100.8288,100.8819,100.7272,100,100
1987-11,0,99.9856,99.22806,99.60689,100.1548,100,98.61941,102.2893,99.99538,100.3998,100.5279,100,98.88475,101.3006,101.6667,100,100,100,100.4569,100,100,102.1647,100,100.6531,100,100.7967,100,101.1923,100,100,100,100,100,101.3879,99.92495,100,100.8275,100.7118,100.7712,100.6527,100,100
1987-12,0,100.055,99.30875,99.7631,100.2392,100,98.25324,102.1082,100.0314,100.2016,100.73,100,99.08768,101.3676,101.8275,100,100,100,100.4089,100,100,102.0555,100,100.6393,100,100.6793,100,101.1298,100,100,100,100,100,101.473,99.96233,100,100.7828,100.7558,100.8082,100.619,100,100
1988-01,0,100.3086,99.62087,100.0012,100.2973,100,98.07507,101.9909,100.0628,100.0771,100.9156,100,99.3388,101.3604,101.955,100,100,100,100.3629,100,100,101.9198,100,100.7362,100,100.4809,100,101.1013,100,100,100,100,100,101.4673,100.0742,100,100.7592,100.879,100.9229,100.5921,100,100
1988-02,0,100.5406,99.88491,100.2339,100.3425,100,98.06936,101.8697,100.1178,100.09,100.98,100,99.52214,101.3439,102.0128,100,100,100,100.3796,100,100,101.7859,100,100.8795,100,100.2315,100,101.0882,100,100,100,100,100,101.4176,100.1801,100,100.7774,100.9946,101.0322,100.6331,100,100
1988-03,0,100.6978,100.1423,100.4713,100.3822,100,98.20871,101.6628,100.2103,100.1824,100.9651,100,99.76176,101.337,102.0254,100,100,100,100.4763,100,100,101.6255,100,101.0141,100,99.96181,100,101.0688,100,100,100,100,100,101.3791,100.2573,100,100.823,101.0749,101.1118,100.726,100,100
1988-04,0,100.74,100.2918,100.7056,100.3871,100,98.47891,101.395,100.3448,100.2645,100.9119,100,100.1235,101.3801,102.0203,100,100,100,100.6337,100,100,101.522,100,101.0808,100,99.75652,100,101.0312,100,100,100,100,100,101.3802,100.2889,100,100.8789,101.1024,101.1441,100.8363,100,100
1988-05,0,100.8293,100.3311,100.9084,100.4322,100,98.6427,101.0286,100.5296,100.2916,100.9215,100,100.3425,101.3716,102.0152,100,100,100,100.7229,100,100,101.4481,100,101.0367,100,99.75247,100,101.076,100,100,100,100,100,101.3772,100.3334,100,100.9252,101.1524,101.1898,100.9174,100,100
1988-06,0,100.8951,100.4065,101.1492,100.511,100,98.60892,100.731,100.6864,100.302,100.8957,100,100.3811,101.3995,102.0232,100,100,100,100.783,97.601,100,101.3578,100,100.945,100,100.0731,100,101.0564,100,100,100,100,100,101.2953,100.3713,100,100.9607,101.1944,101.2299,100.9804,100,100
1988-07,0,100.9607,100.5744,101.392,100.5457,100,98.46254,100.4882,100.7971,100.3208,100.8491,100,100.3909,101.4263,102.0582,100,100,100,100.8613,97.85516,100,101.2947,100,100.9277,100,100.5609,100,100.947,100,100,100,100,100,101.0738,100.4138,100,100.9867,101.2365,101.2768,101.0324,100,100
1988-08,0,101.0658,100.7257,101.6072,100.5877,100,98.26585,100.4023,100.8368,100.4187,100.8985,100,100.4271,101.5162,102.1262,100,100,100,100.9415,98.08749,100,101.2274,100,100.9592,100,101.0335,100,100.7481,100,100,100,100,100,100.7894,100.4801,100,101.0237,101.3055,101.349,101.1133,100,100
1988-09,0,101.051,100.8168,101.7635,100.6984,100,98.10802,100.5579,100.7984,100.5389,101.0606,100,100.5218,101.6895,102.1911,100,100,100,100.9946,98.25648,100,101.1819,100,100.9872,100,101.3716,100,100.4952,100,100,100,100,100,100.542,100.5011,100,101.0614,101.3203,101.3744,101.2041,100,100
1988-10,0,100.9146,100.7187,101.8475,100.7826,100,98.06934,101.1082,100.7132,100.6895,101.277,100,100.6303,101.8495,102.1977,100,100,100,101.1103,98.32493,100,101.2395,100,101.0051,100,101.6223,100,100.2763,100,100,100,100,100,100.4015,100.4698,100,101.1088,101.2717,101.3445,101.3054,100,100
1988-11,0,100.8159,100.5244,101.9424,100.8397,100,98.10768,102.1191,100.6739,100.7882,101.4077,100,100.8657,101.9492,102.0985,100,100,100,101.256,98.34733,100,101.3268,100,101.0113,100,101.8507,100,100.1207,100,100,100,100,100,100.3192,100.4349,100,101.1571,101.2172,101.31,101.3864,100,100
1988-12,0,100.8417,100.3483,102.1443,100.8234,100,98.11667,102.6423,100.6196,100.8019,101.4742,100,101.0287,101.9163,101.9391,100,100,100,101.3021,98.38913,100,101.4021,100,101.0295,100,102.0781,100,99.92056,100,100,100,100,100,100.2255,100.4084,100,101.1419,101.1786,101.2843,101.3833,100,100
1989-01,0,100.9785,100.0213,102.349,100.7801,100,98.15853,102.7168,100.5852,100.7321,101.5477,100,101.0951,101.7745,101.7737,100,100,100,101.2877,98.49219,100,101.4373,100,101.0254,100,102.2424,100,99.78457,100,100,100,100,100,100.0706,100.3976,100,101.0877,101.17,101.2756,101.2981,100,100
1989-02,0,100.9588,99.46689,102.4034,100.837,100,98.18386,102.4687,100.5454,100.7039,101.636,100,101.1181,101.54,101.6416,100,100,100,101.2569,98.62076,100,101.4707,100,100.9661,100,102.2118,100,99.67584,100,100,100,100,100,99.87627,100.3153,100,101.0142,101.0899,101.1943,101.201,100,100
1989-03,0,100.8184,98.9277,102.3701,100.8975,100,98.18352,102.037,100.5093,100.7295,101.7483,100,101.0638,101.2791,101.5493,100,100,100,101.2969,98.72521,100,101.467,100,100.9408,100,101.861,100,99.44868,100,100,100,100,100,99.67964,100.1814,100,100.9228,100.9523,101.0602,101.1369,100,100
1989-04,0,100.6264,98.52294,102.3552,100.9184,100,98.26016,101.4451,100.4999,100.8042,101.8249,100,101.0342,101.0871,101.5111,100,100,100,101.3453,98.78032,100,101.3771,100,100.9607,100,101.3425,100,99.27151,100,100,100,100,100,99.51766,100.0503,100,100.8619,100.8166,100.9285,101.1221,100,100
1989-05,0,100.4988,98.08917,102.4249,100.9328,100,98.29922,100.6559,100.5149,100.932,101.8917,100,101.0588,101.0603,101.5493,100,100,100,101.3853,98.84756,100,101.2691,100,101.0102,100,100.8439,100,99.15941,100,100,100,100,100,99.41307,99.98306,100,100.8558,100.7564,100.8612,101.1891,100,100
1989-06,0,100.4676,97.58504,102.5026,101.0435,100,98.33789,100.164,100.5669,101.1021,101.9194,100,101.2395,101.1488,101.6416,100,100,100,101.491,99.02008,100,101.2213,100,101.027,100,100.5138,100,99.01884,100,100,100,100,100,99.41017,99.98672,100,100.894,100.7739,100.865,101.3211,100,100
1989-07,0,100.5152,97.42535,102.5338,101.1573,100,98.31293,99.90238,100.6223,101.1946,101.9491,100,101.4956,101.3015,101.7736,100,100,100,101.5881,99.35539,100,101.1045,100,100.9698,100,100.3663,100,99.00797,100,100,100,100,100,99.55309,100.045,100,100.944,100.8457,100.9224,101.4252,100,100
1989-08,0,100.5946,97.58858,102.5264,101.1813,100,98.25449,99.73412,100.6405,101.1684,101.9091,100,101.6955,101.4461,101.9389,100,100,100,101.6417,99.70289,100,101.0834,100,100.9434,100,100.441,100,99.03206,100,100,100,100,100,99.76246,100.1153,100,100.9684,100.9209,100.9912,101.4598,100,100
1989-09,0,100.7433,97.77673,102.5189,101.2013,100,98.253,99.33768,100.6076,101.1379,101.8236,100,101.7123,101.574,102.0983,100,100,100,101.6654,99.8364,100,101.1409,100,100.9713,100,100.7786,100,98.95285,100,100,100,100,100,99.94505,100.1963,100,100.973,101.0058,101.0714,101.4695,100,100
1989-10,0,100.7265,97.85044,102.5885,101.221,100,98.36251,98.37519,100.5493,101.1448,101.7334,100,101.6187,101.6129,102.1977,100,100,100,101.6789,99.5746,100,101.1804,100,101.0732,100,101.1757,100,98.66375,100,100,100,100,100,100.0369,100.1837,100,100.938,100.9835,101.0571,101.4714,100,100
1989-11,0,100.6051,97.94023,102.7404,101.2674,100,98.54417,96.88877,100.5482,101.2394,101.4966,100,101.5545,101.6047,102.192,100,100,100,101.6966,99.11536,100,101.2585,100,101.1729,100,101.3647,100,98.58253,100,100,100,100,100,100.0732,100.1356,100,100.9448,100.9257,101.0073,101.5045,100,100
1989-12,0,100.5326,98.07344,102.9565,101.3015,100,98.82785,95.88667,100.5764,101.3714,101.2462,100,101.5085,101.5983,102.129,100,100,100,101.6666,98.71169,100,101.3488,100,101.2297,100,101.1356,100,98.65024,100,100,100,100,100,100.0967,100.1133,100,100.9793,100.902,100.9841,101.5489,100,100
1990-01,0,100.53,98.28399,103.1599,101.311,100,99.03372,95.44122,100.6027,101.4317,101.0849,100,101.4323,101.6417,102.0635,100,100,100,101.5594,98.54513,100,101.4716,100,101.1516,100,100.6643,100,98.64397,100,98.99685,100,100,100,100.1209,100.1062,101.1759,100.9791,100.9012,100.9765,101.5517,100,100
1990-02,0,100.5124,98.37937,103.1171,101.3319,100,99.14722,95.31458,100.6235,101.3754,101.0413,100,101.3348,101.7703,102.0284,100,100,100,101.4677,98.54349,100,101.6047,100,101.05,100,100.1671,100,98.32422,100,99.04932,100,100,100,100.1071,100.0738,101.169,100.9152,100.8667,100.9376,101.5424,100,100
1990-03,0,100.5798,98.12919,102.9389,101.2724,100,99.28761,95.40413,100.6525,101.2803,101.121,100,101.3755,101.8963,102.009,100,100,100,101.432,98.60846,100,101.7804,100,100.9156,100,99.79681,100,97.85468,100,99.12775,100,100,100,99.98193,100.0528,101.1812,100.8262,100.852,100.9111,101.5304,100,100
1990-04,0,100.6311,97.56866,102.7708,101.1975,100,99.30379,95.86907,100.6388,101.2846,101.2214,100,101.4692,102.02,101.9778,100,100,100,101.4027,98.67828,100,102.0111,100,100.8237,100,99.56492,100,97.67536,100,99.23167,100,100,100,99.69335,100.043,101.1935,100.8099,100.8537,100.8976,101.5545,100,100
1990-05,0,100.5042,97.14919,102.7364,101.2359,100,99.21529,96.66446,100.6191,101.3244,101.2363,100,101.5569,102.0182,101.9142,100,100,100,101.37,98.72384,100,102.1939,100,100.8089,100,99.47543,100,97.69849,100,99.32943,100,100,100,99.37797,99.98251,101.1819,100.8279,100.7797,100.8294,101.5746,100,100
1990-06,0,100.2249,97.00197,102.7533,101.3069,100,99.07967,97.07624,100.6258,101.351,101.2213,100,101.4962,101.8948,101.8354,100,100,100,101.3107,98.71537,100,102.2522,100,100.8278,100,99.52072,100,97.8517,100,99.3652,100,100,100,99.22865,99.87115,101.1399,100.8444,100.6376,100.7074,101.5679,100,100
1990-07,0,99.75327,96.9586,102.6847,101.2902,100,98.98422,97.18472,100.5713,101.3415,101.1404,100,101.2196,101.6637,101.7684,100,100,100,101.1625,98.61362,100,102.1732,100,100.7863,100,99.53484,100,98.00529,100,99.30878,100,100,100,99.38905,99.67328,101.0763,100.8013,100.3963,100.4927,101.4687,100,100
1990-08,1,98.99651,96.79799,102.4404,101.0531,100,98.92976,97.07637,100.4068,101.1878,100.9179,100,100.8775,101.3699,101.7373,100,100,100,100.9067,98.41486,100,101.9843,100,100.5336,100,99.27985,100,98.06718,100,99.19366,100,100,100,99.68209,99.33126,101.0181,100.6333,100.0008,100.1225,101.1948,100,100
1990-09,1,98.26949,96.58896,102.162,100.6895,100,98.90666,96.73528,100.1171,100.9097,100.7393,100,100.5889,100.9983,101.7389,100,100,100,100.6218,98.08179,100,101.7274,100,100.1507,100,98.56355,100,98.14349,100,99.0997,100,100,100,99.87033,98.96744,100.9889,100.3721,99.59563,99.72854,100.7866,100,100
1990-10,1,97.68843,96.45189,101.9984,100.4233,100,98.91054,96.15154,99.91412,100.741,100.7323,100,100.5543,100.7668,101.7734,100,100,100,100.3523,97.57143,100,101.6367,100,100.0338,100,97.62611,100,98.39407,100,99.12044,100,100,100,99.78393,98.71022,101.019,100.2282,99.3073,99.4473,100.5421,100,100
1990-11,1,97.48209,96.46851,102.0313,100.2474,100,99.02351,95.28584,99.79128,100.7098,100.8138,100,100.6699,100.7167,101.843,100,100,100,100.1104,96.9973,100,101.7338,100,100.1229,100,96.78264,100,98.62527,100,99.3095,100,100,100,99.55322,98.6433,101.1271,100.1895,99.23118,99.36446,100.467,100,100
1990-12,1,97.54482,96.71915,102.2041,100.0369,100,99.17781,94.65322,99.69557,100.6374,100.8079,100,100.5467,100.638,101.9172,100,100,100,99.93485,96.50909,100,101.9064,100,100.2128,100,96.28668,100,98.88303,100,99.65981,100,100,100,99.35842,98.69576,101.2904,100.1621,99.27927,99.40032,100.3806,100,100
1991-01,1,97.88548,97.06669,102.4065,99.90643,100,99.31406,94.30638,99.62069,100.4412,100.7317,100,100.3305,100.5104,101.9553,100,100,100,99.7677,96.23625,100,101.928,100,100.2275,100,96.09998,100,98.84118,100,100.0991,100,100,100,99.32366,98.82474,101.4579,100.0604,99.40948,99.51115,100.2299,100,100
1991-02,1,98.50696,97.30488,102.4191,100.0161,100,99.42073,94.0918,99.71767,100.208,100.6904,100,100.2011,100.4802,101.9233,100,100,100,99.75947,96.14549,100,101.9346,100,100.4164,100,96.21132,100,98.9828,100,100.5088,100,100,100,99.37504,99.07488,101.5674,100.0567,99.67951,99.75503,100.1955,100,100
1991-03,1,99.21565,97.60881,102.2981,100.3124,100,99.57223,93.99654,99.90385,100.0148,100.679,100,100.1946,100.7328,101.8477,100,100,100,99.88368,96.22414,100,102.0437,100,100.6247,100,96.64629,100,99.35181,100,100.7648,100,100,100,99.40163,99.38828,101.598,100.1829,100.0285,100.0791,100.3045,100,100
1991-04,0,99.41582,97.798,102.128,100.4885,100,99.5704,93.98641,99.93124,99.97608,100.6407,100,100.2669,100.8942,101.7559,100,100,100,99.9451,96.48143,100,102.1154,100,100.6768,100,97.17886,100,99.59339,100,100.8072,100,100,100,99.33047,99.49114,101.5491,100.2661,100.1396,100.1896,100.3648,100,100
1991-05,0,99.39915,97.93021,102.0251,100.5369,100,99.52925,94.10119,99.86164,99.92574,100.6079,100,100.2176,100.9343,101.6599,100,100,100,99.99629,96.78028,100,102.1193,100,100.7247,100,97.54124,100,99.64353,100,100.6435,100,100,100,99.22608,99.47304,101.4314,100.2734,100.1192,100.1828,100.3549,100,100
1991-06,0,99.46306,98.11221,101.9548,100.5314,100,99.60551,94.08825,99.72365,99.66056,100.5837,100,99.97998,100.9199,101.5569,100,100,100,99.97058,96.95438,100,102.0977,100,100.678,100,97.5359,100,99.58672,100,100.3425,100,100,100,99.19343,99.42781,101.2647,100.1687,100.0858,100.1549,100.204,100,100
1991-07,0,99.52315,98.26786,101.8354,100.6074,100,99.67173,94.0408,99.62736,99.24544,100.612,100,99.78461,100.907,101.4331,100,100,100,99.86595,96.88358,100,102.1381,100,100.5836,100,97.31804,100,99.57274,100,100.0135,100,100,100,99.31383,99.36156,101.0751,100.0306,100.0323,100.1038,100.0013,100,100
1991-08,0,99.48819,98.35513,101.6077,100.6599,100,99.70492,94.0343,99.61672,99.02349,100.6725,100,99.77301,100.9211,101.2759,100,100,100,99.77077,96.69418,100,102.1979,100,100.5167,100,97.07622,100,99.79073,100,99.73843,100,100,100,99.50935,99.29607,100.88,99.99266,99.97543,100.0486,99.9072,100,100
1991-09,0,99.29245,98.40993,101.3547,100.6864,100,99.73975,94.17394,99.6607,99.04462,100.6618,100,99.83173,100.9363,101.1055,100,100,100,99.70976,96.56113,100,102.2614,100,100.5717,100,96.92556,100,100.1358,100,99.56841,100,100,100,99.67485,99.21454,100.7095,100.0553,99.88324,99.96905,99.93807,100,100
1991-10,0,98.82669,98.35905,101.1765,100.6916,100,99.83538,94.60109,99.64877,99.15141,100.5904,100,99.83381,100.8611,100.9488,100,100,100,99.64518,96.62899,100,102.2793,100,100.5135,100,96.8249,100,100.3386,100,99.50344,100,100,100,99.7351,99.03279,100.5821,100.0882,99.66039,99.77414,99.94024,100,100
1991-11,0,98.24943,98.16494,101.092,100.7313,100,100.0406,95.35371,99.61759,99.24706,100.5471,100,99.82648,100.7439,100.8271,100,100,100,99.64355,96.87633,100,102.257,100,100.3586,100,96.69285,100,100.2483,100,99.51478,100,100,100,99.73169,98.79958,100.5029,100.0675,99.36804,99.51859,99.91811,100,100
1991-12,0,97.90978,98.07603,101.0985,100.7399,100,100.0658,95.9392,99.59753,99.32483,100.5408,100,99.86483,100.6616,100.7292,100,100,100,99.65816,97.29616,100,102.1664,100,100.1605,100,96.47395,100,100.044,100,99.57301,100,100,100,99.7208,98.6491,100.455,100.023,99.17946,99.35027,99.89243,100,100
1992-01,0,97.86212,98.22236,101.1398,100.6714,100,99.9687,96.46413,99.64387,99.33823,100.4064,100,99.92055,100.6497,100.6415,100,100,100,99.64825,97.89673,100,102.0263,100,100.1,100,96.23612,100,99.99371,100,99.67358,100,100,100,99.73444,98.62366,100.4275,100.0113,99.13911,99.31523,99.88256,100,100
1992-02,0,98.10174,98.60471,101.099,100.4772,100,99.8195,97.04881,99.75164,99.29346,100.2789,100,99.94216,100.6824,100.5543,100,100,100,99.6349,98.5299,100,101.7613,100,100.0733,100,96.08988,100,100.2289,100,99.85246,100,100,100,99.74931,98.72539,100.4279,100.0404,99.25044,99.41327,99.87234,100,100
1992-03,0,98.53165,98.94833,100.9921,100.2579,100,99.83657,97.30235,99.85441,99.04876,100.1588,100,99.86501,100.7361,100.4583,100,100,100,99.66392,99.00664,100,101.5155,100,99.97291,100,96.12644,100,100.563,100,100.1594,100,100,100,99.7152,98.88765,100.4645,100.0336,99.43215,99.56884,99.78006,100,100
1992-04,0,98.87319,99.01879,100.892,100.1098,100,99.97377,97.24392,99.94193,98.71655,100.1127,100,99.72102,100.722,100.3394,100,100,100,99.73697,99.1799,100,101.4188,100,99.8702,100,96.26431,100,100.7689,100,100.6267,100,100,100,99.58223,99.00667,100.5387,99.98212,99.54922,99.66644,99.64816,100,100
1992-05,0,99.06763,98.77713,100.917,100.0514,100,100.1165,97.04915,99.95738,98.55079,100.1366,100,99.83084,100.654,100.1841,100,100,100,99.87652,99.18401,100,101.4262,100,99.71361,100,96.40263,100,100.7085,100,101.2206,100,100,100,99.37707,99.06794,100.6301,99.92091,99.58663,99.69231,99.55602,100,100
1992-06,0,99.07336,98.40916,100.9794,99.9905,100,100.1384,96.73213,99.89026,98.64993,100.1459,100,99.96236,100.5095,100.0057,100,100,100,100.0764,99.17999,100,101.403,100,99.48314,100,96.4732,100,100.3082,100,101.8541,100,100,100,99.12543,99.052,100.719,99.84206,99.52982,99.6312,99.51267,100,100
1992-07,0,98.90239,98.26787,100.9953,99.99166,100,100.1264,96.34018,99.82099,98.85049,100.0538,100,100.0092,100.3484,99.81747,100,100,100,100.2208,99.27003,100,101.3726,100,99.1134,100,96.49211,100,99.68562,100,102.4206,100,100,100,98.8468,98.95893,100.7793,99.73377,99.38461,99.49085,99.46915,100,100
1992-08,0,98.75323,98.44337,100.9391,99.96099,100,100.0686,95.89438,99.83781,98.90007,99.9081,100,99.95801,100.0665,99.62688,100,100,100,100.2963,99.42025,100,101.3658,100,98.68515,100,96.48573,100,99.03741,100,102.8618,100,100,100,98.59566,98.84197,100.7967,99.56425,99.21878,99.33327,99.34191,100,100
1992-09,0,98.74297,98.60499,100.8279,99.86781,100,99.90474,95.78149,99.9256,98.71604,99.83643,100,99.7918,99.62504,99.44119,100,100,100,100.2589,99.56588,100,101.3001,100,98.48356,100,96.46834,100,98.48409,100,103.1551,100,100,100,98.44546,98.74165,100.7686,99.34937,99.07912,99.20351,99.13611,100,100
1992-10,0,98.99868,98.72343,100.6607,99.74748,100,99.71958,96.07035,99.94908,98.38701,99.82471,100,99.60738,99.31552,99.27467,100,100,100,100.1114,99.65633,100,101.0796,100,98.34933,100,96.44511,100,98.15586,100,103.3151,87.47756,100,100,98.44511,98.72773,100.7095,99.14358,99.0598,99.17633,98.8934,100,100
1992-11,0,99.6099,98.61002,100.4112,99.65535,100,99.51954,96.62476,99.86568,97.98262,99.80693,100,99.58421,99.23225,99.15105,100,100,100,99.92901,99.70487,100,100.8696,100,98.28262,100,96.41823,100,98.16714,100,103.3957,87.71117,100,100,98.47463,98.85567,100.6531,98.99531,99.23061,99.31023,98.65848,100,100
