,United States,United States OECD,Australia,Austria,Belgium,Czech Republic,Denmark,Finland,France,Germany,Greece,Hungary,Ireland,Italy,Japan,Korea,Luxembourg,Mexico,Netherlands,New Zealand,Poland,Portugal,Slovak Republic,Spain,Sweden,Switzerland,Turkey,United Kingdom,Brazil,China (People's Republic of),Estonia,Indonesia,Slovenia,South Africa,OECD + Major Six NME,Major Five Asia,OECD - Europe,G7,OECD - Total,Euro area (19 countries),Israel,Russia
2009-05,1,97.72784,99.17944,98.56679,99.59648,99.39341,100.6647,98.88529,98.7716,97.53109,99.29601,97.37981,96.14041,99.71788,97.7528,100.1681,96.52222,97.37749,99.30334,98.92477,99.44302,98.44304,97.535,97.7527,98.92116,95.73019,98.42831,98.2468,100.4286,97.0608,94.17442,100.0752,96.5081,100.42,97.7884,97.60814,98.27308,97.98756,98.0779,97.94947,100,93.96292
2009-06,1,97.88412,99.83156,98.90064,99.85166,99.4254,100.8781,99.56342,98.91692,97.87213,99.41981,97.54423,96.35732,99.9763,98.33543,100.9351,97.15189,97.58778,99.47465,99.41892,99.57737,98.88404,97.81284,98.16702,99.8244,95.98129,98.79853,98.58704,100.8702,97.19881,94.35863,100.1615,97.31399,100.4596,98.07742,97.90318,98.57107,98.25636,98.37856,98.31386,100,94.61027
2009-07,0,97.83986,100.571,99.26067,100.0572,99.35114,101.0706,100.0603,98.97919,98.38441,99.4999,97.71441,96.44223,100.2141,98.79897,101.5667,97.84343,97.78176,99.65638,99.97971,99.62151,99.29829,98.03783,98.43033,100.6525,96.4891,98.59635,98.88782,101.1849,97.39088,94.64537,100.2294,97.82225,100.4007,98.29577,98.18601,98.81972,98.4163,98.57198,98.66673,100,95.30685
2009-08,0,97.88262,101.1797,99.60049,100.271,99.40044,101.1512,100.3383,99.04103,98.91641,99.67596,97.9465,96.543,100.387,99.08858,102.1748,98.38723,97.66515,99.86703,100.5104,99.6893,99.58568,98.32413,98.55501,101.3325,97.17936,98.25777,99.20806,101.328,97.5589,95.40752,100.2383,98.26236,100.3101,98.49082,98.40292,99.04732,98.59387,98.75363,98.98871,100,95.96458
2009-09,0,98.05671,101.6086,99.81557,100.4097,99.47175,101.18,100.6572,99.27724,99.34014,99.97722,98.21301,96.74133,100.4971,99.23318,102.6461,99.00307,97.41741,100.0477,100.8776,99.64001,99.75002,98.61987,98.63634,101.8123,98.01856,97.95235,99.65024,101.3999,97.67087,96.31593,100.1995,98.68541,100.2766,98.67883,98.53566,99.27967,98.81393,98.94926,99.2942,100,96.54662
2009-10,0,98.08572,101.7675,99.96706,100.4659,99.64704,101.0929,100.9951,99.57724,99.61446,100.321,98.43888,96.91915,100.607,99.27563,102.9025,99.26334,97.12487,100.1804,100.9622,99.60551,99.76262,98.69074,98.71484,102.1251,98.84794,97.57201,99.92433,101.4252,97.76266,96.88732,100.1425,98.69994,100.376,98.78437,98.6125,99.44576,98.9159,99.03432,99.54871,100,97.12563
2009-11,0,98.09946,101.6954,100.0902,100.4952,99.9089,101.003,101.2565,99.83498,99.7015,100.2849,98.52818,96.92168,100.6622,99.23812,102.7587,99.4568,97.09023,100.3783,100.8743,99.5901,99.71126,98.7497,98.82472,102.2634,99.46628,97.24051,100.0139,101.4362,97.85777,97.08753,100.0747,98.78324,100.5779,98.85636,98.63895,99.53009,98.95619,99.0628,99.70222,100,97.81301
2009-12,0,98.26991,101.6002,100.1839,100.4068,99.94765,101.0742,101.5745,99.96455,99.71764,99.92102,98.57394,96.95438,100.5506,99.18964,102.5172,99.52894,97.25091,100.5526,100.7301,99.67677,99.67158,99.01973,99.00617,102.221,99.72259,97.21338,100.0345,101.3706,98.00195,97.06248,100.0193,98.80898,100.857,98.97762,98.68412,99.57174,99.04748,99.13857,99.75376,100,98.69129
2010-01,0,98.42789,101.6322,100.2164,100.3102,99.8161,101.2427,101.8236,100.0033,99.65933,99.46109,98.65995,97.23559,100.3531,99.28348,102.3131,99.53562,97.42735,100.6501,100.6014,99.88406,99.67715,99.50142,99.09173,102.2093,99.81973,97.52667,100.1437,101.3065,98.19991,97.2067,100.0093,98.94417,101.2015,99.12598,98.80363,99.61117,99.14504,99.23242,99.71748,100,99.63806
2010-02,0,98.48175,101.58,100.1846,100.2552,99.74974,101.3596,102.0542,99.89186,99.69312,99.0004,98.80659,97.5039,100.0649,99.4484,102.1127,99.68521,97.51028,100.5959,100.5216,100.119,99.55028,100.0885,98.97902,102.4155,100.0196,98.15939,100.2231,101.2554,98.46082,97.44931,100.0311,98.99503,101.5442,99.25153,98.98571,99.64494,99.17998,99.28019,99.59105,100,100.4704
2010-03,0,98.47873,101.437,100.0933,100.287,99.73427,101.3706,102.0559,99.70624,99.82272,98.48911,99.06917,97.72243,99.87773,99.62466,102.0045,99.7608,97.63576,100.4315,100.5245,100.3003,99.32584,100.3946,98.77877,102.6253,100.5074,98.86626,100.166,101.4084,98.85356,97.68096,100.0361,98.87507,101.7974,99.37817,99.25448,99.66987,99.18471,99.30496,99.45172,100,101.0208
2010-04,0,98.45876,101.1547,100.0569,100.3202,99.78345,101.3739,101.8419,99.49848,99.90631,98.04584,99.41642,97.95831,99.7372,99.76393,101.983,99.35136,97.83907,100.181,100.6352,100.2822,99.07642,100.4388,98.61607,102.76,101.1533,99.40215,99.99684,101.6805,99.08763,98.11576,100.0045,98.62965,101.8884,99.44686,99.42219,99.65567,99.15804,99.30275,99.30368,100,101.3275
2010-05,0,98.45752,100.7851,99.99236,100.2739,99.79595,101.2792,101.6093,99.30201,99.8841,97.66954,99.80308,98.18059,99.51301,99.84544,102.0398,99.10861,98.13766,100.062,100.7775,100.1756,98.85809,100.339,98.41535,102.7741,101.7679,99.76418,99.76212,101.9601,99.29099,98.55584,99.95409,98.27943,101.8855,99.48373,99.56201,99.58305,99.11266,99.28234,99.11768,100,101.391
2010-06,0,98.36462,100.6638,100.0425,100.331,99.84109,101.2122,101.728,99.18904,100.0689,97.48057,100.0823,98.38571,99.34342,99.87409,102.115,99.32905,98.45674,100.0546,100.8502,100.0883,98.751,100.1913,98.24479,102.8738,102.1997,100.0016,99.55134,102.1751,99.36475,99.03145,99.93877,98.04065,101.8649,99.47704,99.61673,99.58069,99.04396,99.25702,99.07873,100,101.1738
2010-07,0,98.08662,100.9815,100.2061,100.4693,99.72322,101.2789,102.0691,99.18151,100.4881,97.42619,100.2225,98.42451,99.19672,99.82648,102.0759,99.70178,98.6928,100.1146,100.7719,100.0862,98.62499,100.0343,98.21851,102.9016,102.4639,100.1113,99.36756,102.2988,99.22274,99.42807,99.96769,97.69508,101.8712,99.39588,99.52064,99.65554,98.90944,99.1926,99.19397,100,100.8444
2010-08,0,97.91706,101.3063,100.3701,100.5856,99.48313,101.2652,102.4513,99.24373,100.9027,97.38684,100.388,98.0927,99.07471,99.70467,101.919,100.078,98.90136,100.1569,100.5956,99.92358,98.44398,99.80457,98.35573,102.8381,102.5603,100.2779,99.23899,102.4473,98.87592,99.68268,100.0015,97.48231,101.8962,99.3054,99.27668,99.74432,98.83252,99.16255,99.35155,100,100.5847
2010-09,0,97.86742,101.3639,100.4632,100.6355,99.33958,101.2095,102.6382,99.28997,101.222,97.18454,100.5142,97.51911,98.88757,99.5838,101.809,100.0599,99.04679,100.1604,100.3755,99.75953,98.10182,99.55076,98.50314,102.7392,102.4588,100.5807,99.00576,102.5471,98.35295,99.82378,100.0072,97.71638,101.9146,99.20095,98.92785,99.78088,98.79639,99.14975,99.42465,100,100.5108
2010-10,0,97.96362,101.311,100.4794,100.6846,99.29483,101.1255,102.4461,99.37777,101.4795,96.98981,100.6281,96.88982,98.77975,99.56897,101.837,100.0718,99.02869,100.1611,100.1315,99.65911,97.59168,99.39399,98.54816,102.5515,102.2526,100.7857,98.79587,102.5902,97.88884,99.81762,100.0236,98.2697,101.901,99.1478,98.64954,99.8041,98.85676,99.19308,99.47283,100,100.5236
2010-11,0,98.21492,101.0792,100.4086,100.7192,99.36628,101.0384,102.0083,99.43618,101.7185,96.80725,100.6549,96.43042,98.82429,99.64135,101.9565,100.1211,99.05387,100.119,99.85794,99.61214,97.32501,99.45366,98.5051,102.4592,102.0226,101.045,98.59675,102.6637,97.43537,100.0317,100.064,98.5651,101.8538,99.14359,98.4065,99.83583,99.01603,99.3067,99.52933,100,100.4847
2010-12,0,98.4599,100.8271,100.3143,100.6665,99.38454,100.9144,101.4782,99.34335,101.8365,96.6059,100.5475,96.13204,98.89274,99.70043,101.8861,99.93903,99.21654,100.0819,99.53169,99.60713,97.35328,99.27169,98.41822,102.4339,101.807,101.2361,98.39902,102.6472,97.03033,100.3676,100.1195,98.55582,101.7665,99.11856,98.17733,99.81316,99.14735,99.39272,99.51303,100,100.306
2011-01,0,98.56565,100.5734,100.2634,100.5417,99.2568,100.8058,101.241,99.21382,101.8729,96.61208,100.368,96.09568,98.84854,99.62909,101.5455,99.84527,99.35646,100.2046,99.1495,99.66508,97.46053,99.08308,98.40475,102.4331,101.594,101.4637,98.13091,102.6196,96.96622,100.7858,100.1746,98.3547,101.6332,99.0996,98.1035,99.76973,99.16997,99.39966,99.49095,100,100.0907
2011-02,0,98.51774,100.4488,100.2209,100.4723,98.96623,100.7033,101.1639,99.11554,101.8407,96.8032,100.1106,96.37077,98.76746,99.28947,100.9347,99.86372,99.37324,100.3265,98.81838,99.60647,97.55296,98.97609,98.45635,102.2489,101.349,101.7542,97.97182,102.4992,97.40427,101.0371,100.1724,97.94182,101.4931,99.11558,98.25433,99.73345,99.07359,99.31241,99.47523,100,100.0058
2011-03,0,98.27985,100.3516,100.1831,100.3355,98.50587,100.6452,101.0214,99.03412,101.7068,96.92906,99.79737,96.86008,98.64191,98.64931,100.2319,99.89253,99.27882,100.3556,98.71467,99.38993,97.47045,98.75311,98.45249,101.9331,101.0393,101.925,97.87608,102.2402,98.28038,100.9164,100.1283,97.76778,101.3959,99.1376,98.59715,99.65173,98.82645,99.09755,99.38542,100.0305,100.1897
2011-04,0,98.2228,100.2717,100.1497,100.2598,98.18674,100.6449,100.6855,98.97106,101.543,96.91814,99.58475,97.06113,98.479,97.98406,100.0051,99.87598,99.17372,100.2982,98.992,99.15766,97.312,98.67383,98.47229,101.6281,100.6906,102.0416,97.89736,102.0307,98.77216,100.4476,100.0952,97.80933,101.3737,99.14928,98.73358,99.5716,98.66978,98.9631,99.26353,100.1357,100.5311
2011-05,0,98.20747,100.0881,100.0908,100.2738,97.9349,100.672,100.1173,98.98012,101.4734,96.816,99.41473,97.00574,98.40913,97.77515,100.0578,99.966,99.24252,100.1603,99.46188,99.1611,97.30927,98.75287,98.60368,101.3501,100.3334,102.1928,98.13568,102.0192,98.95399,100.1056,100.0907,97.81873,101.3694,99.18459,98.80247,99.5771,98.63323,98.93748,99.22429,100.1896,100.8936
2011-06,0,97.90741,99.7494,100.0278,100.2152,97.80437,100.6721,99.28915,98.95976,101.4123,96.62161,99.25276,96.89475,98.45804,97.91854,100.0024,100.0438,99.51453,100.0045,99.89002,99.25284,97.32342,98.76191,98.716,101.0114,99.99022,102.3939,98.15363,102.1864,98.98884,99.97481,100.1248,97.81009,101.3014,99.14746,98.85465,99.56451,98.49442,98.83988,99.19827,100.2216,101.184
2011-07,0,97.34401,99.35681,99.85683,100.0926,97.80605,100.4809,98.52657,98.8546,101.2026,96.48139,99.15714,96.84136,98.36171,98.20856,99.83303,100.0108,99.71556,99.79386,100.1002,99.35912,97.19611,98.78688,98.65299,100.379,99.66908,102.2355,97.96211,102.3305,98.69331,99.72149,100.1693,97.69808,101.1097,98.94379,98.72955,99.41723,98.19759,98.59851,99.03093,100.1087,101.398
2011-08,0,96.86311,99.20405,99.55334,99.92157,97.7737,100.2508,97.83084,98.64565,100.8633,96.44253,99.08073,96.94928,98.16329,98.46924,99.56377,99.48175,99.65464,99.33652,100.1195,99.34841,96.95583,98.79475,98.43197,99.44876,99.38348,101.8524,97.6716,102.2637,98.23103,99.02708,100.2072,97.55792,100.8662,98.6707,98.48824,99.14978,97.89994,98.32204,98.70796,99.92523,101.5351
2011-09,0,96.79751,99.37183,99.18984,99.80498,97.75018,100.0224,97.37789,98.48554,100.5951,96.27154,98.88277,97.20184,97.96951,98.70412,99.48525,98.69418,99.45573,98.84869,99.96877,99.34825,96.6899,98.51217,98.30682,98.72364,99.14944,101.5629,97.419,102.1364,97.60668,98.27813,100.2525,97.46088,100.6716,98.47347,98.15614,98.91808,97.82152,98.21379,98.42297,99.92265,101.5889
2011-10,0,97.02374,99.58139,98.94608,99.7842,97.66719,99.6246,97.23517,98.38144,100.4401,95.96185,98.64834,97.58404,97.8942,98.86295,99.63533,98.04705,99.24599,98.48338,99.64262,99.29318,96.59895,98.05386,98.34019,98.40725,98.94718,101.2382,97.26111,102.1657,96.95267,97.78264,100.2831,97.56418,100.6043,98.36998,97.80384,98.76989,97.9099,98.24442,98.26246,99.99114,101.6145
2011-11,0,97.45513,99.72491,98.87351,99.69099,97.38645,99.25197,97.28757,98.23487,100.447,95.78522,98.44214,97.58361,98.01414,98.96418,99.75613,97.518,99.18334,98.30087,99.26053,99.12324,96.55492,97.49181,98.47663,98.34937,98.76706,101.2327,97.27842,102.243,96.63372,97.37691,100.2969,97.88127,100.6203,98.41517,97.64046,98.73402,98.13457,98.39329,98.23165,99.96951,101.6746
2011-12,0,97.98874,99.65598,98.8455,99.59991,97.27623,99.18462,97.4554,98.21636,100.5716,95.7194,98.25815,97.23779,98.07053,99.07346,99.59525,97.38655,99.35009,98.15202,98.95759,98.87869,96.56339,97.06297,98.48339,98.53954,98.62366,101.4066,97.40216,102.2427,96.98415,97.32411,100.3065,98.22884,100.663,98.62925,97.86866,98.75923,98.43488,98.59886,98.25546,99.8961,101.8139
2012-01,0,98.44365,99.64462,98.88827,99.46201,97.25819,99.36633,97.79262,98.38596,100.6864,95.68895,98.20901,97.03513,98.1307,99.17493,99.54866,97.43073,99.6301,98.09592,98.83123,98.90962,96.65665,97.1722,98.32002,98.88148,98.54774,101.5622,97.59547,102.2049,97.53851,97.47715,100.2835,98.23643,100.6889,98.88965,98.22492,98.84336,98.72019,98.81512,98.32896,99.81599,101.9992
2012-02,0,98.69727,99.64817,98.95047,99.4188,97.18199,99.6656,98.16838,98.6967,100.7287,95.66788,98.333,97.06239,98.20896,99.22694,99.79751,97.47723,99.76994,98.16082,98.80884,99.04959,96.78091,97.64505,98.10568,99.18,98.60899,101.5986,97.64693,102.4002,97.76599,97.70091,100.2012,97.90374,100.667,99.04812,98.38788,98.92615,98.89606,98.96181,98.43372,99.7486,102.1844
2012-03,0,98.81948,99.52218,99.08363,99.56405,96.89627,99.92654,98.38164,99.03539,100.7216,95.76524,98.44207,97.20715,98.15533,99.25283,100.1291,97.77608,99.90414,98.22376,98.80259,99.15323,96.90022,98.23547,97.81532,99.61425,98.87122,101.4251,97.55629,102.7572,97.60378,97.85366,100.1157,97.29147,100.5533,99.08383,98.30598,98.95551,98.98076,99.03796,98.50425,99.76559,102.33
2012-04,0,98.85374,99.41582,99.28599,99.75036,96.69495,99.96021,98.53827,99.24266,100.6804,95.92454,98.44194,97.29485,97.83224,99.26151,100.4171,98.07843,100.1046,98.28673,98.76031,99.08843,96.98835,98.78918,97.54594,99.90758,99.21047,101.1281,97.46634,103.0697,97.57759,98.0671,100.0796,96.42665,100.312,99.10077,98.30774,98.91173,98.98327,99.04987,98.48265,99.8496,102.4224
2012-05,0,98.79872,99.39915,99.36928,99.86166,96.63349,99.8842,98.38612,99.36036,100.6372,96.18479,98.30681,97.37103,97.59306,99.2765,100.3765,98.17533,100.204,98.21378,98.70021,98.93685,97.09522,99.01965,97.37863,99.95646,99.46832,101.0426,97.47243,103.1339,97.38187,98.22417,100.1261,95.91492,100.0298,99.04451,98.18948,98.87976,98.94869,99.02254,98.44753,99.90393,102.4302
2012-06,0,98.59726,99.46973,99.33186,99.91928,96.85362,99.9147,97.87363,99.30412,100.512,96.47527,98.24703,97.58077,97.53448,99.27231,100.005,98.12837,100.2715,98.23241,98.66776,98.87358,97.14266,98.93745,97.25875,99.92696,99.5281,100.8723,97.58006,102.9681,96.85518,98.14866,100.1986,95.49294,99.82034,98.85918,97.8389,98.83998,98.83276,98.9245,98.37636,99.81869,102.3146
2012-07,0,98.52627,99.56923,99.24017,99.88712,97.09831,100.0162,97.37734,99.09137,100.2745,96.62173,98.23265,97.92831,97.63373,99.26937,99.67502,97.63974,100.3445,98.45396,98.71031,98.90886,97.03806,98.71639,96.94251,99.95782,99.47274,100.5485,97.74845,102.7488,96.55565,98.01924,100.2509,95.21871,99.76962,98.73615,97.63226,98.75827,98.77527,98.85801,98.22054,99.49339,102.1237
2012-08,0,98.69366,99.61268,99.09004,99.76723,97.24966,100.0842,97.16016,98.86746,100.0357,96.57052,98.21236,98.00157,97.72223,99.28329,99.48197,96.97485,100.2314,98.60814,98.82407,98.89851,96.80104,98.38996,96.5711,99.83557,99.40982,99.9579,97.81593,102.6256,96.73724,97.70595,100.2965,94.81278,99.80872,98.75274,97.7403,98.61486,98.8315,98.84846,98.0164,99.05608,101.9033
2012-09,0,99.00533,99.68817,99.02752,99.60405,97.22517,100.0953,97.19006,98.60738,99.85985,96.35242,98.20326,97.77434,97.65823,99.27276,99.36538,96.53727,100.0235,98.69132,99.01743,98.81269,96.47081,97.99536,96.48083,99.56612,99.41193,99.34847,97.79478,102.5898,97.30132,97.16832,100.3357,94.30949,99.84878,98.88136,98.08833,98.45699,98.94619,98.88428,97.82166,98.85059,101.6835
2012-10,0,99.22884,99.81393,99.09969,99.40944,97.17896,100.1365,97.39482,98.42991,99.83356,96.17062,98.17716,97.64799,97.51022,99.26309,99.37156,96.16302,99.97872,98.58916,99.3029,98.71986,96.31986,97.84208,96.56226,99.35522,99.46452,99.04076,97.85329,102.5714,97.99464,96.80228,100.3601,94.41263,99.82601,99.04984,98.52483,98.39085,99.03563,98.93841,97.72031,98.98178,101.4944
2012-11,0,99.14371,99.96259,99.16463,99.28402,97.29714,100.239,97.74515,98.37659,99.90115,96.11336,98.23717,97.6604,97.315,99.32929,99.42307,96.05316,100.1095,98.29893,99.60957,98.68748,96.36015,97.9618,96.61008,99.2755,99.53983,99.31248,98.05577,102.5011,98.2883,97.10439,100.3582,94.78682,99.74586,99.10542,98.72639,98.43352,99.00804,98.94546,97.67831,99.21323,101.3818
2012-12,0,98.81464,100.0351,99.25361,99.33331,97.59721,100.2009,98.04988,98.39393,100.0101,96.14279,98.45113,97.59583,97.24275,99.5507,99.52075,96.15811,100.3845,98.13763,99.84754,98.68969,96.47082,97.95319,96.68285,99.26472,99.62033,99.79431,98.10556,102.4325,98.36134,98.03012,100.3327,95.3117,99.62157,99.09011,98.82213,98.51877,98.8896,98.9063,97.72478,99.35024,101.3911
2013-01,0,98.68811,100.2111,99.35361,99.50075,97.96848,100.1442,98.32098,98.3866,100.1794,96.23496,98.79997,97.59669,97.29935,99.97232,99.72701,96.24949,100.462,98.05631,99.95116,98.73235,96.56681,98.05753,96.91245,99.48902,99.69932,100.2675,98.10185,102.3395,98.49061,98.79248,100.3142,95.93391,99.47018,99.15923,99.00259,98.64342,98.91101,98.97314,97.85436,99.4455,101.4759
2013-02,0,98.7896,100.4767,99.45921,99.62973,98.1894,100.1261,98.54411,98.3505,100.3229,96.37788,99.12297,97.43973,97.38168,100.3284,99.89449,96.5385,100.2682,97.95426,99.99092,98.86396,96.63915,98.31903,97.10687,99.68028,99.77554,100.5069,98.07648,102.1591,98.53487,99.25418,100.3042,96.44392,99.35264,99.2383,99.1108,98.7351,99.02598,99.08479,97.96086,99.51711,101.5907
2013-03,0,98.95399,100.5493,99.50782,99.63042,98.31413,100.0602,98.52046,98.25979,100.403,96.47943,99.38051,97.20854,97.56089,100.5279,100.05,96.74698,100.0995,98.10125,100.0576,98.9744,96.63569,98.46122,97.24737,99.90423,99.84926,100.5292,98.14639,101.9624,98.05856,99.60198,100.2885,96.83398,99.35681,99.20046,98.85316,98.80709,99.14977,99.18898,98.04658,99.52655,101.7086
2013-04,0,99.16304,100.3094,99.48547,99.6432,98.36356,100.0251,98.35894,98.14811,100.4399,96.5552,99.54897,97.03997,97.88115,100.5729,100.1055,97.15089,100.0109,98.36961,100.2105,99.04668,96.63253,98.3966,97.33295,100.0147,99.92104,100.639,98.27446,101.8618,97.45824,99.7506,100.2608,96.76308,99.54666,99.13818,98.47797,98.88754,99.28175,99.29001,98.13573,99.40394,101.8083
2013-05,0,99.49649,100.0273,99.48387,99.70374,98.50027,100.1369,98.42453,98.04893,100.5002,96.6637,99.68991,97.07606,98.14638,100.5242,100.2234,97.34391,99.97258,98.53397,100.3983,99.04655,96.60535,98.3929,97.44757,100.0321,99.9921,100.8327,98.49725,101.7922,96.66708,99.63319,100.2382,96.22251,99.78978,99.06672,97.96674,98.98666,99.47668,99.441,98.22865,99.1156,101.8592
2013-06,0,99.66889,100.005,99.45274,99.74414,98.60885,100.4291,98.67155,98.12236,100.5403,96.61008,99.73978,97.28769,98.34776,100.3742,100.3096,97.4325,100.0203,98.52022,100.542,99.15429,96.64149,98.57867,97.70042,100.175,100.0666,100.9213,98.86313,101.7153,96.1032,99.32139,100.2196,95.8833,99.90417,99.01173,97.57972,99.12064,99.59808,99.55059,98.35215,98.92567,101.8232
2013-07,0,99.63174,100.1596,99.45966,99.83883,98.75856,100.6438,98.80396,98.37842,100.5847,96.45332,99.78785,97.50423,98.41555,100.2597,100.3123,97.34795,100.1911,98.47624,100.5836,99.24919,96.74662,98.88908,98.03349,100.4879,100.1548,100.9404,99.37491,101.6636,95.97375,99.10925,100.1625,95.75159,99.75191,99.01165,97.46902,99.28594,99.63764,99.61057,98.50655,98.95732,101.7065
2013-08,0,99.3549,100.4451,99.58035,100.0944,99.02425,100.889,98.89423,98.67887,100.6516,96.33006,99.8839,97.89166,98.4085,100.2279,100.2743,97.7477,100.142,98.5976,100.5781,99.34389,96.98266,99.13081,98.3321,100.6985,100.2735,100.6581,99.70664,101.7647,96.206,99.28748,100.123,95.83465,99.4614,99.03078,97.60545,99.42514,99.56071,99.57869,98.70159,99.10163,101.4933
2013-09,0,98.97926,100.6971,99.76257,100.4577,99.37186,101.0754,98.94977,98.84186,100.7425,96.41846,100.074,98.42408,98.4461,100.2682,100.2789,98.65308,99.80908,98.8658,100.6032,99.43658,97.28142,99.40422,98.53304,100.8264,100.4332,100.2907,99.83321,101.8651,96.64012,99.9189,100.1216,95.89548,99.20087,99.05561,97.89193,99.53436,99.42443,99.49549,98.90176,99.24924,101.1602
2013-10,0,98.74703,100.7469,99.89326,100.78,99.69246,101.2325,99.0862,98.82246,100.8605,96.65704,100.3211,98.85751,98.37572,100.0965,100.5395,99.46843,99.36477,99.27967,100.7156,99.48246,97.61485,99.76529,98.57251,101.0787,100.595,100.3618,99.81435,101.8829,96.98667,100.7274,100.1646,95.89767,99.0901,99.06773,98.1022,99.62505,99.2898,99.42584,99.03061,99.34427,100.787
2013-11,0,98.84608,100.668,99.93347,101.0531,99.89524,101.2647,99.28355,98.71503,100.9876,96.84018,100.6251,99.2487,98.31286,99.93936,100.8048,99.86505,98.961,99.71645,100.8775,99.59182,97.90514,100.1642,98.6265,101.3676,100.7008,100.4065,99.80044,101.8511,97.02538,101.1049,100.231,95.96969,99.08212,99.08463,98.12043,99.70379,99.30756,99.46113,99.12946,99.30925,100.4807
2013-12,0,99.14548,100.4271,99.81116,101.24,99.95714,101.2779,99.4004,98.72751,101.1194,96.98592,100.8762,99.78446,98.32063,99.66161,100.984,99.72721,98.65416,100.0352,101.0353,99.70659,98.14404,100.5086,98.77273,101.4127,100.7018,100.0257,99.96865,101.7177,97.23935,101.1836,100.2827,96.27699,99.11608,99.17839,98.22032,99.78266,99.43255,99.55034,99.26846,99.26961,100.3398
2014-01,0,99.3159,100.1626,99.6745,101.3217,100.0373,101.2188,99.31541,98.79284,101.2402,97.08856,101.0791,100.0292,98.43863,99.30809,101.1409,99.02205,98.36917,100.2515,101.1486,99.74213,98.29986,100.7076,99.00164,101.1607,100.6428,99.48399,100.2722,101.5069,97.51081,101.0559,100.3065,96.72378,99.16737,99.2557,98.33812,99.85236,99.5128,99.58966,99.42776,99.27952,100.3517
2014-02,0,99.385,99.92657,99.59152,101.2778,100.2215,101.0545,98.96106,98.84209,101.3104,97.29455,101.2016,100.0971,98.65817,98.94177,101.1767,98.43237,98.38111,100.4418,101.2242,99.82947,98.40358,100.6946,99.21286,100.8468,100.5782,99.26093,100.5037,101.2975,97.98288,100.9643,100.3108,97.12333,99.25565,99.37575,98.58141,99.92159,99.54459,99.60801,99.57781,99.37407,100.5329
2014-03,0,99.4168,99.74966,99.56924,101.1164,100.5471,100.9483,98.59681,98.85931,101.3498,97.61601,101.3663,99.99716,99.04222,98.69488,101.1414,98.42468,98.68185,100.5626,101.2675,99.97565,98.52069,100.8634,99.41456,100.6438,100.5487,99.73636,100.7194,101.1212,98.40842,101.0256,100.3068,97.55546,99.43572,99.52338,98.81112,100.0629,99.58003,99.66726,99.73943,99.49951,100.918
2014-04,0,99.4888,99.57811,99.54276,100.959,100.8021,100.9401,98.41057,98.81734,101.4012,97.89021,101.4346,99.87704,99.48886,98.69555,101.0069,98.73491,98.97868,100.5774,101.2724,100.0822,98.61266,101.0025,99.56416,100.6222,100.5621,100.3901,100.8921,100.9642,98.31079,101.0544,100.2924,98.0173,99.7513,99.58006,98.73735,100.2119,99.66333,99.76164,99.87357,99.62427,101.3778
2014-05,0,99.47537,99.3508,99.56189,100.9103,100.9041,101.1096,98.73232,98.76573,101.4741,98.11971,101.4118,99.63036,99.77205,98.95744,100.8066,98.7948,99.14773,100.6066,101.2424,100.1558,98.68679,101.0705,99.69104,100.7401,100.6289,100.4647,100.9928,100.7877,98.07697,101.0051,100.3021,98.51901,100.0971,99.57285,98.62119,100.2939,99.7217,99.81114,99.97894,99.63575,101.7461
2014-06,0,99.44933,99.27057,99.5946,100.8949,100.9098,101.3339,99.20387,98.73748,101.4766,98.3176,101.3699,99.6245,99.72385,99.2691,100.7529,98.60191,99.19678,100.6185,101.1662,100.1094,98.71588,101.0186,99.81184,100.8295,100.7526,100.2047,101.0499,100.7107,98.07442,100.9432,100.3241,98.99892,100.324,99.58906,98.67612,100.2912,99.75023,99.82845,99.99763,99.55656,101.8705
2014-07,0,99.44125,99.33324,99.5665,100.8172,100.772,101.5044,99.24769,98.75551,101.397,98.36994,101.354,99.9126,99.49497,99.45429,100.7251,98.24093,99.17567,100.5298,101.0266,99.95285,98.77297,100.9539,99.85551,100.7976,100.8692,99.97124,101.0485,100.6933,98.09384,101.0616,100.3583,99.39996,100.3143,99.57928,98.72475,100.224,99.74992,99.81456,99.92922,99.4672,101.7565
2014-08,0,99.53484,99.40788,99.52786,100.5913,100.6863,101.5551,98.76246,98.75574,101.268,98.26975,101.3563,100.2065,99.24618,99.41759,100.7751,97.88626,99.17318,100.4166,100.857,99.91878,98.85143,100.9792,99.89283,100.7142,100.8838,99.74829,101.0382,100.6651,98.11115,101.2714,100.3805,99.74274,100.1756,99.55663,98.73457,100.13,99.76115,99.80782,99.81193,99.43732,101.3398
2014-09,0,99.73635,99.37362,99.51724,100.3297,100.824,101.4856,98.3428,98.73441,101.1605,98.23928,101.4248,100.4756,99.10518,99.26147,100.7382,97.93449,99.25867,100.38,100.6975,99.97118,99.09795,101.0456,99.85924,100.5957,100.7169,99.44122,100.9368,100.6205,98.17305,101.5205,100.3883,100.1769,100.0401,99.5377,98.74438,100.0417,99.80634,99.82562,99.73129,99.4464,100.4985
